,서식코드,서식명,대분류,구분,업데이트일
395,72043,자기주식취득 신탁계약 체결 결정,수시공시,거래소,20250729
396,72044,자기주식취득 신탁계약 해지 결정,수시공시,거래소,20250729
397,72045,전환형 조건부자본증권 발행결정,수시공시,거래소,20250729
398,72050,투자판단 관련 주요경영사항,수시공시,거래소,20250729
399,72058,정보보호 현황(자율공시),수시공시,거래소,20250729
400,72059,기업인수목적회사의 피합병법인 관련 주요경영사항(자율공시),수시공시,거래소,20250729
401,72060,지속가능경영보고서 등 관련사항(자율공시),수시공시,거래소,20250729
402,72066,주주총회 집중일 개최 사유 신고,신고사항,거래소,20250729
403,72067,최대주주 변경 관련 의무보유내역(명목회사ㆍ조합 등),신고사항,거래소,20250729
404,72072,코스닥시장상장외국법인 외부감사인 선임ㆍ해임 신고서,수시공시,거래소,20250729
405,72073,근무혁신 우수기업 선정(자율공시),수시공시,거래소,20250729
406,72078,이사회의 성별 구성의무 준수 현황(자율공시),수시공시,거래소,20250729
407,72086,반기 또는 분기 매출액 미달 사실 발생,수시공시,거래소,20250729
408,72087,현금ㆍ현물배당을 위한 주주명부폐쇄(기준일) 결정,수시공시,거래소,20250729
409,72093,투자판단 관련 주요경영사항(임상시험 계획 승인신청),수시공시,거래소,20250729
410,72094,투자판단 관련 주요경영사항(임상시험 계획 승인 등 결정),수시공시,거래소,20250729
411,72095,투자판단 관련 주요경영사항(임상시험 결과),수시공시,거래소,20250729
412,72096,투자판단 관련 주요경영사항(임상시험계획 자진취하 등),수시공시,거래소,20250729
413,72097,투자판단 관련 주요경영사항(임상시험계획 변경승인신청),수시공시,거래소,20250729
414,72098,투자판단 관련 주요경영사항(임상시험계획 변경승인),수시공시,거래소,20250729
415,72101,기업가치 제고 계획(자율공시),수시공시,거래소,20250729
416,72102,기업가치 제고 계획 예고,수시공시,거래소,20250729
417,72103,자기 전환사채 매도 결정,수시공시,거래소,20250729
418,72104,자기 전환주식 매도 결정,수시공시,거래소,20250729
419,72105,자기 신주인수권부사채 매도 결정,수시공시,거래소,20250729
420,72106,자기 전환사채 만기전 취득 결정,수시공시,거래소,20250729
421,72107,자기 신주인수권부사채 만기전 취득 결정,수시공시,거래소,20250729
422,72108,자기 전환주식 취득 결정,수시공시,거래소,20250729
423,72109,자기 교환사채 매도 결정,수시공시,거래소,20250729
424,72110,자기 교환사채 만기전 취득 결정,수시공시,거래소,20250729
425,72111,전환주식의 전환가액 결정,신고사항,거래소,20250729
426,72112,전환주식의 전환청구권 행사,신고사항,거래소,20250729
427,72113,전환주식의 전환가액 조정,신고사항,거래소,20250729
